N,P,K,Temperature,Humidity,pH,Rainfall,Label,Disease_Prone,Common_Disease(Fungal),Common_Disease(Bacterial),Common_Disease(Viral),Salinity_dS_m,Water_Requirement,Disease_Resistance_Score,Nutrient_Deficiency
28,33,44,20.2,80.1,5.93,162.0,Potato,No,None,None,None,1.55,581.6,3.6,Phosphorus
73,36,50,23.4,59.3,7.07,253.6,Tomato,No,None,None,None,3.3,123.8,6.1,Nitrogen
47,77,79,22.6,86.1,5.83,310.6,Alfalfa,Yes,None,Citrus Cankers,None,2.07,167.0,5.9,Nitrogen
64,34,34,25.9,36.5,7.22,173.9,Maize,Yes,None,None,None,3.49,695.1,7.9,None
47,37,76,31.6,68.8,5.67,223.4,Onion,No,Downy Mildew,None,None,1.69,432.5,2.2,Potassium
117,18,37,26.3,42.1,7.24,223.7,Potato,Yes,Black Spot,None,None,1.85,485.2,3.7,None
37,30,21,27.5,32.0,6.66,262.0,Bajra,No,Mildew,Rot,Yellowing,1.94,459.9,1.6,None
85,28,75,24.3,38.1,7.25,209.4,Chilly,Yes,None,None,None,2.12,611.2,6.3,Phosphorus
61,61,26,25.4,31.3,7.0,184.8,Cauliflower,No,None,None,None,3.34,199.8,2.6,None
36,54,67,25.0,65.3,7.19,118.0,Sugarcane,No,None,None,None,1.83,731.2,1.5,Nitrogen
78,15,74,22.9,33.4,7.09,343.2,Bajra,Yes,Black Spot,None,None,2.65,223.1,3.9,Nitrogen
116,77,37,23.0,51.5,6.31,87.2,Beet,Yes,Leaf Spot,Tuber Soft Rot,None,1.66,667.0,9.8,Potassium
115,74,59,16.5,77.8,7.28,242.6,Cotton,Yes,Sclerotinia Rots,None,None,3.34,233.2,5.8,Nitrogen
28,52,35,18.9,52.4,6.04,359.0,Ragi,No,None,None,None,0.57,180.4,3.1,None
79,44,32,19.0,51.1,6.55,74.5,Cotton,Yes,Sclerotinia Rots,None,None,3.12,235.4,8.2,None
36,76,43,19.3,43.9,6.33,251.3,Oat,No,None,None,None,0.88,571.1,5.7,Phosphorus
82,12,54,17.4,40.0,6.73,307.8,Wheat,No,None,Canker,None,0.57,257.1,5.8,Potassium
98,46,81,37.6,63.5,5.5,324.5,Peas,Yes,None,None,None,3.37,689.3,4.6,Nitrogen
46,70,62,29.8,79.4,6.07,94.1,Fennel,No,None,None,None,2.64,240.7,5.5,Nitrogen
34,28,80,29.1,31.2,7.16,61.0,Bajra,No,None,None,None,3.38,586.9,4.0,Phosphorus
40,61,83,29.8,81.4,7.19,388.7,Soybean,No,None,None,None,2.83,158.6,1.7,Potassium
102,34,61,36.3,86.2,6.24,192.1,Peas,No,None,None,None,0.61,394.8,5.1,None
40,30,84,37.6,51.2,6.56,223.5,Guar,Yes,None,None,None,1.79,286.6,5.1,Phosphorus
33,52,68,16.3,84.0,5.66,202.8,Cumin,Yes,None,None,None,3.48,178.1,1.7,Phosphorus
110,64,28,16.4,84.9,6.24,148.2,Okra,No,None,None,None,1.91,260.9,4.7,None
54,34,65,22.1,36.8,7.13,261.8,Bajra,Yes,None,None,Potato Virus Y,3.03,588.2,8.3,None
91,11,13,20.5,36.2,6.23,311.7,Soybean,Yes,None,None,None,3.27,698.3,7.5,None
40,73,42,15.1,40.4,7.2,287.4,Amaranth,No,None,None,None,3.18,525.6,5.2,Potassium
22,71,18,24.9,47.4,6.49,249.2,Sugarcane,No,Blight,Canker,None,3.15,376.7,2.5,Potassium
52,60,23,24.0,54.7,6.0,97.6,Paddy,No,None,None,None,2.35,729.2,5.1,Nitrogen
100,68,43,28.2,32.0,6.74,59.4,Amaranth,No,None,None,None,2.53,670.2,9.9,None
50,69,19,33.1,65.1,6.84,108.7,Brinjal,Yes,None,None,None,1.22,752.8,7.5,Nitrogen
51,11,46,23.3,80.3,5.98,178.8,Ragi,No,None,None,None,3.46,701.1,7.3,Potassium
53,46,46,31.2,43.7,6.96,297.4,Cumin,No,None,None,None,2.84,634.7,1.8,Potassium
63,66,78,28.8,63.5,5.7,376.9,Bajra,Yes,None,Leaf Spot Wilt,None,2.15,199.8,2.9,None
43,63,48,38.5,87.8,5.72,135.5,Chilly,Yes,None,Bacterial Blight,Tomato Spotted Wilt Virus,3.04,488.7,2.5,Phosphorus
81,64,10,18.4,73.8,6.23,107.9,Chilly,Yes,Botrytis Blight,Canker,None,2.62,520.3,7.9,Phosphorus
59,35,30,24.7,51.5,7.43,381.1,Barley,No,None,None,None,1.2,253.9,5.2,Phosphorus
82,40,62,23.7,72.1,5.51,298.2,Beet,No,None,Blackleg,None,1.3,492.2,5.9,Potassium
105,36,18,24.7,60.0,5.78,377.2,Cotton,No,None,None,None,0.68,618.7,8.7,None
102,12,77,23.8,63.5,6.94,379.4,Cabbage,No,None,None,None,1.63,634.1,5.9,Potassium
43,57,28,22.5,87.3,6.42,115.5,Coriander,No,None,None,None,2.27,274.2,9.1,None
25,42,26,34.2,67.3,6.63,229.7,Paddy,Yes,None,None,None,0.93,157.6,1.6,Phosphorus
101,54,82,37.6,85.7,6.34,242.7,Paddy,Yes,None,None,None,2.48,208.3,6.9,Nitrogen
117,20,58,19.0,45.1,6.96,284.1,Jowar,No,None,Black Rot,None,1.94,157.9,9.1,Nitrogen
47,12,66,17.6,69.3,6.3,356.3,Beet,Yes,None,None,None,2.27,716.1,1.9,None
52,79,79,19.4,39.0,6.69,274.5,Mustard,No,None,None,None,0.62,737.1,2.3,Phosphorus
50,28,18,31.4,76.2,7.47,249.4,Cabbage,Yes,None,None,None,1.75,335.6,4.3,None
115,12,81,19.7,56.8,7.17,158.5,Sunflower,No,Black Spot,None,None,2.63,699.9,9.2,Phosphorus
105,34,46,38.7,68.6,6.1,387.7,Guar,Yes,Botrytis Blight,None,None,0.73,555.1,9.2,Potassium
43,22,62,28.8,89.0,6.58,317.9,Ragi,No,None,None,None,1.41,317.2,8.9,Potassium
115,40,62,18.2,67.0,6.52,361.6,Onion,Yes,Rhizoctonia Rots,None,None,1.77,279.3,2.3,Nitrogen
100,64,37,16.9,35.7,7.17,74.4,Fennel,Yes,Powdery Mildew,None,Stunt,2.45,237.2,9.7,Nitrogen
40,75,38,30.5,59.4,5.6,221.7,Mustard,No,Botrytis Blight,None,None,1.85,516.9,5.2,Nitrogen
57,43,59,23.1,43.0,6.02,176.8,Oat,Yes,None,None,None,1.36,315.7,2.2,None
92,12,18,36.2,71.9,5.78,80.0,Maize,No,Mildew,Wilt,None,2.72,688.0,9.7,Potassium
64,69,82,30.2,85.6,5.73,145.9,Cumin,No,None,None,None,3.09,253.3,2.2,Potassium
69,80,67,32.3,75.1,7.28,381.6,Maize,No,None,None,None,2.84,387.9,4.6,Potassium
49,68,87,24.8,77.5,6.83,262.7,Potato,No,Rhizoctonia Rots,None,None,2.91,734.5,4.8,None
41,46,18,16.0,54.9,5.98,224.3,Alfalfa,No,None,Bacterial Canker,None,3.01,122.6,7.1,Phosphorus
118,66,62,37.3,88.5,5.83,264.8,Linseed,No,None,None,None,3.09,733.0,6.3,Nitrogen
54,65,32,31.7,78.5,5.61,159.5,Sunflower,Yes,None,None,None,3.41,487.9,5.2,Nitrogen
101,41,45,16.5,64.5,6.46,122.4,Guar,No,Sclerotinia Rots,Bacterial Crown Gall,None,1.11,611.0,8.7,Phosphorus
34,77,88,37.1,73.6,6.04,73.5,Bajra,No,None,Scab,None,0.69,124.0,7.5,Nitrogen
105,65,29,15.4,65.9,6.33,154.7,Cauliflower,Yes,None,None,None,1.15,167.7,5.8,Potassium
30,31,59,36.5,77.9,6.85,283.4,Cumin,No,Anthracnose,None,None,3.49,564.7,9.0,None
117,44,68,16.8,55.3,6.99,85.0,Linseed,Yes,Leaf Spot,None,None,1.76,362.1,7.0,Potassium
106,52,57,34.0,66.6,6.8,326.2,Cabbage,Yes,None,None,None,2.8,562.0,9.3,Nitrogen
25,11,38,34.2,61.6,6.82,287.9,Coriander,No,None,Leaf Spot Wilt,None,2.0,643.0,5.9,Phosphorus
98,72,90,17.1,46.8,6.52,294.0,Paddy,Yes,Botrytis Blight,None,None,1.33,249.9,7.6,Potassium
39,66,39,30.4,49.4,6.97,317.1,Mustard,Yes,None,Aerial Stem Rot,None,2.09,197.4,8.5,Potassium
65,63,66,36.1,36.8,5.6,222.2,Garlic,No,Mildew,None,None,1.15,756.6,5.3,None
106,50,23,32.7,41.4,6.32,175.6,Bitter Gourd,No,None,None,None,3.08,245.9,10.0,Nitrogen
41,36,23,37.8,50.2,5.66,150.1,Bitter Gourd,Yes,None,None,None,0.5,637.8,1.3,Phosphorus
62,55,88,25.5,75.7,5.56,221.4,Beet,Yes,Anthracnose,None,None,1.61,471.9,1.0,None
108,22,90,34.4,45.3,7.25,137.5,Brinjal,Yes,Rust,None,None,0.95,392.7,7.2,Phosphorus
109,39,37,20.9,51.4,5.77,254.7,Maize,No,None,Black Rot,None,2.4,486.7,3.1,None
51,29,79,18.2,48.6,6.21,130.6,Chilly,No,None,Wilt,None,0.86,592.7,4.6,Phosphorus
97,44,66,34.3,35.2,5.99,293.5,Fennel,No,None,None,None,2.41,247.5,5.5,Phosphorus
55,67,59,28.2,46.7,7.02,221.8,Garlic,Yes,None,None,None,1.41,291.5,1.1,Nitrogen
61,14,48,20.3,62.5,6.37,153.4,Soybean,Yes,Black Spot,Rot,None,1.15,583.6,2.6,Nitrogen
32,44,74,22.2,72.0,6.09,257.5,Paddy,Yes,None,Soft Rot,None,3.07,264.3,5.4,Nitrogen
100,64,76,19.6,78.0,6.96,170.4,Potato,No,None,None,None,0.8,782.6,9.5,Potassium
31,70,73,18.4,69.4,7.15,395.9,Tomato,No,Rust,None,None,0.76,627.3,5.3,Phosphorus
96,77,39,17.7,42.9,6.44,259.9,Peas,Yes,None,None,None,2.27,686.5,9.2,Nitrogen
89,31,30,26.7,33.7,6.27,368.3,Paddy,Yes,None,None,None,2.79,669.1,5.7,Nitrogen
21,29,63,20.4,79.8,6.99,334.4,Okra,Yes,None,None,None,3.31,695.6,9.7,Potassium
53,77,51,35.6,77.7,6.22,217.5,Onion,Yes,Rust,None,None,0.89,311.4,3.4,Phosphorus
57,31,51,27.0,80.2,5.81,169.7,Fennel,No,None,None,None,3.06,348.3,2.8,Potassium
81,61,26,28.0,42.1,7.4,303.9,Linseed,Yes,None,None,None,1.04,223.2,3.4,Nitrogen
79,66,70,20.9,77.1,5.57,180.8,Turmeric,No,Anthracnose,Bacterial Crown Gall,None,1.95,590.1,6.0,Nitrogen
51,33,79,15.0,87.8,7.11,232.2,Peas,Yes,Downy Mildew,None,None,2.92,275.0,5.8,Potassium
48,18,61,38.2,74.8,6.51,191.4,Amaranth,Yes,Rust,None,None,1.84,223.7,6.9,Nitrogen
75,32,83,36.4,88.4,6.29,118.8,Coriander,Yes,Powdery Mildew,None,African Cassava Mosaic Virus,2.46,779.6,5.3,Nitrogen
57,72,15,21.2,63.7,7.44,267.3,Cabbage,No,None,Bacterial Canker,None,3.37,647.9,9.6,Phosphorus
31,42,10,37.7,82.1,6.05,265.3,Onion,Yes,None,None,None,3.03,721.3,6.6,None
46,23,35,18.3,86.6,6.27,315.2,Maize,No,None,None,Plum Pox Virus,1.29,338.4,4.0,Potassium
76,33,86,24.5,34.0,6.99,58.6,Guar,No,Botrytis Blight,None,None,1.23,654.4,2.5,None
109,14,19,32.3,77.4,6.67,255.6,Soybean,Yes,None,Leaf Spot Wilt,None,0.86,287.8,6.4,Nitrogen
71,28,12,34.1,42.1,5.52,111.7,Chilly,Yes,Blight,None,None,2.04,758.1,8.1,None
106,16,20,15.0,73.1,7.36,218.2,Fennel,Yes,None,None,None,0.93,365.9,6.2,None
105,13,16,35.7,51.6,5.86,85.8,Turmeric,No,None,None,None,0.99,739.8,5.1,Potassium
82,22,65,18.0,89.7,7.16,321.9,Mustard,Yes,None,None,Plum Pox Virus,1.28,232.9,4.9,Nitrogen
21,77,16,30.7,49.1,6.27,55.2,Turmeric,Yes,None,Canker,None,2.94,359.9,3.9,Nitrogen
46,13,34,28.9,83.6,6.79,218.8,Guar,Yes,None,None,None,2.03,345.0,2.9,Nitrogen
39,37,29,32.6,43.4,5.6,268.1,Barley,No,None,None,None,0.79,413.9,5.7,None
60,35,17,26.3,65.4,6.84,126.0,Cotton,Yes,None,Citrus Cankers,None,1.76,492.1,4.0,Phosphorus
88,21,26,35.3,75.2,6.06,77.1,Potato,No,None,None,None,1.48,477.8,8.8,Phosphorus
56,28,83,20.0,59.9,5.87,333.5,Okra,Yes,None,None,None,2.76,516.7,5.7,None
35,60,37,22.9,45.7,7.27,281.7,Ragi,No,None,None,None,1.91,299.2,8.6,Nitrogen
72,18,58,31.8,30.4,6.89,88.7,Amaranth,No,None,None,None,1.97,586.1,9.2,Phosphorus
63,54,56,32.2,79.2,6.23,342.9,Soybean,Yes,Mildew,None,None,1.94,791.6,2.4,Nitrogen
22,65,42,34.5,45.1,6.97,206.5,Cotton,No,None,None,None,2.0,754.7,5.1,None
106,72,59,22.3,84.5,6.4,118.4,Castor,Yes,None,None,None,1.0,706.0,8.4,Potassium
74,56,72,38.4,78.4,7.29,199.5,Peas,Yes,None,None,None,2.35,514.9,8.1,Nitrogen
112,15,29,35.1,39.6,6.4,341.2,Potato,No,Blight,None,None,2.72,301.0,3.2,Nitrogen
24,54,13,22.1,31.8,6.58,293.6,Fennel,No,None,None,None,0.51,152.4,1.3,None
73,58,62,37.3,70.0,5.81,115.7,Fennel,No,None,None,None,3.22,207.4,6.7,None
110,30,81,32.2,34.8,5.7,223.4,Fennel,Yes,Blight,Aerial Stem Rot,None,0.9,376.1,5.2,Nitrogen
103,74,55,23.8,63.5,5.8,387.0,Fennel,Yes,None,None,None,1.27,279.5,7.4,None
120,54,71,23.5,49.9,5.66,183.5,Beet,No,None,None,None,3.23,335.4,2.2,Potassium
80,59,17,24.3,69.8,6.01,94.5,Jowar,Yes,None,None,None,1.22,102.8,9.8,Phosphorus
66,80,25,25.1,52.3,6.81,55.3,Guar,No,Botrytis Blight,None,None,1.39,272.7,9.9,Nitrogen
105,33,20,17.4,55.9,5.92,150.3,Cabbage,No,None,None,None,0.52,761.3,1.7,Potassium
34,73,37,15.8,39.4,7.43,177.6,Turmeric,Yes,Rust,None,Mosaic Virus,2.38,131.0,6.8,Phosphorus
36,52,42,31.9,63.7,7.21,182.7,Ragi,Yes,Black Spot,Blackleg,None,1.93,162.6,6.7,Phosphorus
46,54,45,17.7,34.8,6.06,355.1,Sugarcane,No,None,None,None,2.28,114.1,9.0,Potassium
39,35,44,39.8,52.5,6.8,105.9,Cumin,Yes,Botrytis Blight,None,None,1.69,469.6,7.5,None
22,29,45,21.2,39.8,5.97,187.0,Castor,Yes,Blight,None,None,2.75,796.4,5.0,Phosphorus
42,15,37,31.2,67.4,6.83,76.0,Jowar,No,Leaf Spot,None,None,1.43,685.1,3.9,Nitrogen
66,12,76,16.7,88.7,5.61,314.7,Amaranth,Yes,None,Bacterial Blight,None,1.42,579.7,4.3,Nitrogen
69,68,83,22.9,39.7,5.55,75.9,Chilly,No,None,None,Mosaic Virus,1.58,413.6,9.1,Phosphorus
43,24,61,17.8,88.1,6.59,390.4,Fennel,No,None,Bacterial Canker,None,3.34,341.1,2.1,None
77,70,18,27.1,89.3,6.9,239.8,Beet,No,Rhizoctonia Rots,None,None,1.13,630.4,9.1,Phosphorus
104,22,61,26.7,43.9,7.23,185.6,Chilly,No,None,None,None,1.7,563.7,2.9,None
91,42,88,31.6,40.6,6.39,266.0,Coriander,No,None,None,None,0.87,389.8,1.0,Potassium
66,67,86,18.0,82.6,6.23,397.0,Oat,No,None,None,Cucumber Mosaic Virus,3.05,266.0,9.3,None
70,28,17,37.6,52.2,6.88,288.6,Barley,No,None,Aerial Stem Rot,Brome Mosaic Virus,0.66,205.7,4.4,Nitrogen
86,11,47,19.0,47.2,6.56,286.0,Okra,No,None,None,None,3.07,664.7,6.5,None
106,40,49,39.9,55.8,6.37,257.1,Paddy,Yes,None,None,None,2.73,507.2,4.6,Nitrogen
80,31,59,36.0,41.4,7.38,238.9,Potato,No,None,None,None,3.17,433.9,9.8,Nitrogen
104,24,64,36.2,82.7,7.01,332.3,Brinjal,Yes,Black Spot,None,None,0.92,329.2,6.8,Nitrogen
57,44,74,30.6,46.8,6.4,286.0,Oat,Yes,None,Blackleg,None,0.61,258.9,8.5,Phosphorus
100,26,63,37.2,47.6,6.56,360.5,Brinjal,No,None,None,None,1.56,725.9,4.4,None
53,22,46,28.5,50.5,6.1,213.7,Amaranth,Yes,Sclerotinia Rots,None,None,1.28,194.0,8.5,None
65,62,58,19.4,73.4,6.81,297.3,Tomato,Yes,None,None,None,2.48,489.1,2.9,None
47,41,70,36.8,82.2,6.51,314.9,Cauliflower,Yes,None,None,None,0.67,690.2,7.7,Phosphorus
119,12,33,30.1,83.8,6.58,128.5,Cotton,No,None,Fire Blight,None,2.86,453.1,7.9,None
117,26,12,25.5,61.1,7.34,85.5,Okra,No,None,None,Potato Virus X,0.85,215.3,1.5,None
98,40,86,32.1,77.2,5.81,378.3,Fennel,Yes,None,Aerial Stem Rot,None,1.94,504.9,6.9,Potassium
112,75,78,24.1,82.9,7.48,137.6,Fennel,No,Rust,None,None,2.77,325.3,3.3,None
69,31,37,32.2,58.5,6.49,193.3,Mustard,No,None,None,None,1.67,515.0,2.8,Nitrogen
102,37,39,36.9,56.7,6.03,94.0,Tomato,Yes,None,None,None,3.49,282.0,9.1,Potassium
102,37,69,38.2,69.5,5.84,368.3,Tomato,No,None,Blackleg,None,1.08,190.5,6.9,Nitrogen
99,35,49,25.2,79.9,6.14,166.4,Oat,No,Rust,None,None,3.11,586.8,4.7,None
26,20,39,20.6,73.8,6.24,304.6,Oat,Yes,Downy Mildew,None,None,0.79,473.8,3.5,Phosphorus
108,76,15,21.0,31.8,7.39,300.6,Guar,Yes,Anthracnose,None,None,3.21,592.8,7.9,Phosphorus
62,20,89,35.2,60.3,5.76,152.5,Linseed,Yes,None,None,None,3.15,778.8,3.2,Potassium
112,13,78,25.9,83.6,5.77,200.6,Cumin,Yes,None,None,None,1.76,624.6,5.6,None
43,57,79,35.0,43.0,6.92,378.7,Peas,Yes,None,None,None,3.17,154.5,9.1,Phosphorus
32,13,55,32.6,44.9,6.28,329.6,Ragi,Yes,None,None,None,3.16,438.3,9.9,Phosphorus
91,69,33,25.0,65.4,5.78,153.8,Bitter Gourd,No,Sclerotinia Rots,None,None,1.73,491.0,9.5,Potassium
119,53,70,32.2,66.9,5.91,371.9,Jowar,No,None,None,None,2.95,154.3,1.3,Phosphorus
61,67,90,20.3,49.9,5.62,222.3,Jowar,Yes,None,None,None,2.61,732.4,1.9,Phosphorus
29,42,89,33.8,90.0,6.45,272.0,Peas,No,None,None,None,2.02,138.6,3.8,Nitrogen
83,30,66,30.1,77.8,6.19,325.7,Soybean,Yes,Sclerotium Rots,None,None,1.97,114.7,3.0,Potassium
104,70,81,29.0,81.7,6.73,379.1,Ragi,Yes,Black Spot,Canker,None,1.87,666.9,8.9,Phosphorus
116,55,85,15.9,49.8,6.94,246.6,Sunflower,Yes,None,None,None,2.6,791.6,4.1,None
28,16,71,21.2,74.3,6.7,394.6,Cotton,No,Fusarium Rots,Tuber Soft Rot,None,3.41,334.5,1.1,None
25,37,23,38.9,53.4,6.58,373.0,Beet,Yes,None,None,Yellowing,2.95,697.8,3.6,Phosphorus
39,56,89,26.7,45.9,6.11,364.3,Amaranth,Yes,None,None,None,2.25,390.9,6.5,Phosphorus
103,62,61,28.0,75.2,7.42,158.8,Bajra,No,None,None,Cauliflower Mosaic Virus,1.81,524.4,4.1,Potassium
37,65,12,38.8,43.3,6.86,283.6,Ragi,Yes,None,None,None,2.4,162.5,1.3,Potassium
102,72,67,23.2,54.0,6.5,331.1,Fennel,No,None,None,None,1.91,483.7,8.9,Phosphorus
84,53,51,38.3,46.1,6.94,218.0,Amaranth,No,Blight,Black Rot,None,2.42,200.9,3.7,None
38,56,44,34.6,71.4,7.28,72.3,Sunflower,No,None,None,None,3.12,238.5,7.9,Phosphorus
44,33,51,34.4,78.8,6.02,352.1,Oat,No,None,None,None,1.23,780.5,7.5,Phosphorus
109,11,25,24.3,58.2,6.9,93.1,Chilly,No,None,None,None,0.79,586.2,1.6,None
44,66,83,17.3,37.3,7.18,57.5,Cauliflower,Yes,Botrytis Blight,None,None,1.46,407.2,5.7,None
46,12,66,39.2,80.4,7.27,309.5,Jowar,No,None,None,None,2.6,219.8,8.3,Nitrogen
116,45,81,27.7,76.7,7.14,205.1,Cumin,No,None,Aerial Stem Rot,None,1.75,764.9,3.7,None
83,24,36,39.6,78.2,6.71,155.3,Onion,No,None,None,None,1.9,598.3,3.4,Potassium
74,53,65,25.1,45.3,5.58,103.0,Guar,No,Leaf Spot,None,None,0.66,674.2,1.8,None
108,44,49,27.7,41.6,5.64,266.4,Peas,No,None,None,None,1.22,763.0,9.3,None
62,74,78,38.7,69.3,6.51,315.4,Okra,Yes,None,None,None,3.01,402.5,7.8,Potassium
67,12,36,22.6,52.3,6.54,107.0,Ragi,No,None,Canker,None,1.88,241.5,1.2,None
89,73,74,28.0,45.9,7.3,251.5,Cumin,No,None,None,None,2.01,477.3,8.9,Phosphorus
73,29,31,29.5,82.6,5.57,60.0,Peas,Yes,None,None,None,2.08,109.6,6.2,Phosphorus
27,76,59,39.4,37.8,5.84,354.0,Wheat,No,Sclerotinia Rots,None,None,0.9,754.0,8.3,None
64,71,78,20.1,46.8,5.72,360.0,Ragi,No,None,None,None,0.94,608.1,5.7,None
91,16,38,35.7,32.8,5.99,284.2,Guar,Yes,None,None,None,1.71,735.9,4.6,None
114,56,31,23.5,84.6,6.6,267.6,Paddy,Yes,None,None,None,3.12,331.0,1.4,None
21,27,71,32.1,37.1,6.82,59.3,Barley,No,None,None,None,2.29,422.5,3.0,Phosphorus
34,54,40,20.3,69.7,7.48,129.5,Linseed,Yes,None,Canker,None,2.67,235.7,6.3,Phosphorus
26,69,60,24.8,83.0,6.84,180.2,Maize,No,None,None,Stunt,2.8,331.6,2.6,Potassium
73,67,60,30.0,66.7,7.33,86.1,Paddy,No,Sclerotinia Rots,None,None,2.02,593.7,2.6,None
80,66,33,29.7,71.0,6.31,74.9,Cumin,No,None,None,None,1.32,689.1,9.2,None
43,17,66,22.3,66.0,6.16,393.3,Onion,No,Sclerotinia Rots,None,None,0.98,366.2,5.6,None
55,30,83,27.6,69.6,7.22,216.9,Cumin,Yes,Powdery Mildew,Citrus Cankers,None,2.74,636.8,5.2,None
91,66,62,17.1,88.6,7.07,66.5,Bajra,No,Mildew,None,None,0.66,493.3,2.1,Phosphorus
22,53,28,36.8,79.8,6.28,173.0,Castor,Yes,None,None,None,3.1,417.1,3.2,Phosphorus
51,34,68,33.8,75.5,5.76,238.4,Bajra,No,Botrytis Blight,None,None,1.36,238.8,7.4,Phosphorus
97,63,78,25.4,51.2,5.95,310.4,Okra,No,None,None,None,2.0,551.4,6.9,None
29,41,54,17.1,39.6,6.8,130.6,Chilly,Yes,None,None,None,0.66,592.4,2.4,Nitrogen
60,22,33,21.5,47.7,6.74,100.4,Cotton,No,Leaf Spot,None,None,2.23,211.5,5.1,Nitrogen
27,32,44,37.6,37.9,7.48,195.0,Bajra,No,None,None,None,1.17,291.3,9.6,Potassium
116,33,76,21.6,77.5,7.27,149.7,Beet,Yes,Sclerotium Rots,None,None,3.13,163.7,3.0,Phosphorus
51,59,45,28.4,68.8,6.44,146.0,Onion,Yes,Black Spot,Scab,None,3.12,190.1,8.1,Phosphorus
78,53,56,33.2,38.3,6.91,252.8,Coriander,No,None,None,None,0.51,131.5,9.4,Phosphorus
73,19,10,22.4,77.7,6.89,246.6,Turmeric,Yes,None,Fire Blight,None,1.12,420.3,5.7,Phosphorus
40,10,17,30.7,49.8,6.06,312.7,Peas,No,Powdery Mildew,None,None,1.07,351.4,6.6,None
26,76,73,29.4,70.9,6.96,223.1,Peas,Yes,Sclerotinia Rots,None,None,1.62,628.5,4.1,Phosphorus
42,76,62,31.3,37.5,5.54,232.6,Jowar,No,Sclerotinia Rots,None,None,3.46,540.7,7.9,None
22,70,83,31.0,43.8,6.84,112.7,Castor,Yes,None,Blackleg,None,3.19,680.0,5.5,Potassium
39,45,71,31.3,58.2,7.0,94.1,Coriander,No,None,None,None,3.07,344.3,7.9,Potassium
72,74,63,21.4,60.6,7.33,388.0,Bajra,No,None,None,None,0.59,561.2,1.8,None
110,74,80,30.1,77.2,7.27,362.0,Linseed,Yes,Black Spot,None,None,1.2,116.7,9.3,Nitrogen
49,47,42,38.2,47.3,6.13,340.9,Oat,No,Leaf Spot,None,None,1.87,463.0,1.5,Phosphorus
98,59,75,31.9,42.6,6.98,251.7,Brinjal,Yes,None,None,None,1.44,416.7,2.7,Phosphorus
33,10,22,28.5,36.7,6.03,340.2,Sunflower,No,Rhizoctonia Rots,Aerial Stem Rot,None,3.34,267.0,9.6,None
73,54,36,26.4,33.3,6.41,338.4,Cumin,No,None,None,None,0.89,335.1,9.2,Potassium
113,63,56,30.4,37.1,6.81,101.6,Garlic,Yes,None,None,None,3.05,692.3,6.5,Potassium
101,52,32,34.5,75.1,6.99,323.6,Ragi,No,None,None,None,2.74,333.9,6.5,Potassium
62,48,17,21.2,33.0,6.26,273.4,Peas,No,None,None,None,1.42,365.5,7.4,None
65,28,20,32.7,53.7,6.5,156.6,Cumin,No,None,None,None,3.16,536.7,2.1,None
56,50,30,17.0,42.4,6.48,105.4,Cauliflower,No,None,None,None,3.04,276.1,1.7,Phosphorus
112,19,53,26.4,65.7,5.96,67.3,Tomato,Yes,Black Spot,None,None,1.07,254.2,8.3,Phosphorus
40,27,20,39.4,85.2,5.91,299.5,Bitter Gourd,No,Rust,None,None,3.08,641.2,8.3,Phosphorus
30,28,81,32.5,55.3,6.91,209.9,Peas,No,None,None,Tomato Yellow Leaf Curl Virus,1.08,410.7,8.3,Potassium
68,15,31,24.3,54.7,7.15,384.9,Chilly,Yes,None,Black Rot,None,2.61,649.4,7.7,None
25,49,83,39.0,73.2,6.59,315.3,Maize,No,Black Spot,None,African Cassava Mosaic Virus,1.15,364.1,2.9,Potassium
102,78,68,26.8,89.2,7.49,141.2,Potato,No,None,None,None,1.23,639.0,1.1,Nitrogen
60,14,87,21.1,56.3,7.28,76.8,Castor,No,Anthracnose,None,None,2.09,448.6,1.8,Nitrogen
24,33,24,29.4,71.7,7.25,184.7,Turmeric,No,Fusarium Rots,None,None,3.34,378.5,6.5,Phosphorus
40,71,16,16.4,72.3,7.39,312.2,Guar,Yes,None,None,None,3.27,529.6,2.3,Phosphorus
80,35,67,38.8,65.9,5.69,101.8,Fennel,Yes,None,None,None,1.66,538.6,6.4,Nitrogen
98,19,86,26.0,30.3,5.67,124.5,Mustard,Yes,None,None,Mosaic,2.53,706.5,2.0,Nitrogen
96,78,27,37.8,79.7,6.06,125.7,Linseed,No,None,None,Yellowing,1.43,368.6,4.8,Potassium
59,74,18,31.5,70.0,5.61,293.8,Cumin,Yes,None,None,None,1.73,234.2,9.9,None
84,27,10,29.5,46.7,6.49,123.6,Turmeric,No,None,None,Yellowing,1.95,451.1,8.6,Phosphorus
90,69,10,25.1,34.8,5.86,197.3,Cotton,Yes,None,None,None,1.53,426.7,7.0,Nitrogen
117,79,38,26.5,44.8,5.99,249.8,Beet,Yes,None,None,None,2.31,601.7,7.3,Nitrogen
90,35,69,39.5,45.2,6.92,307.6,Cumin,No,None,None,None,2.54,769.2,10.0,None
109,62,74,35.2,38.1,6.87,101.0,Barley,No,None,None,None,0.95,445.6,9.6,Potassium
79,34,67,29.2,47.1,6.94,383.3,Mustard,No,Anthracnose,None,None,1.79,125.2,2.4,Nitrogen
65,42,73,39.0,82.2,7.46,261.9,Mustard,No,Powdery Mildew,None,None,3.04,643.8,4.0,Phosphorus
